"STATION","ID","ELEV(FEET)","LATITUDE","LONGITUDE","COUNTY","RIVER BASIN"
"UPPER CHERRY CK","UCC","4750","38.031330","-119.901421","TUOLUMNE","TUOLUMNE R"
"UPPER KLAMATH","KLM","4097","42.250000","-121.815002","SISKIYOU","KLAMATH R"
"UPPER MET","UMT","7920","38.451801","-120.135300","CALAVERAS","MOKELUMNE R"
"UPPER PARKS CREEK","UPC","3250","41.435516","-122.478043","SISKIYOU","SHASTA R"
"UPPER PROVIDENCE","KUP","5611","37.061001","-119.182999","FRESNO","KINGS R"
"UPPER TRUCKEE AT SOUTH LAKE TAHOE","UPT","6229","38.922409","-119.991570","EL DORADO","TRUCKEE R"
"UPPER TYNDALL CREEK","UTY","11400","36.650002","-118.397003","TULARE","KERN R"
"UPRR CROSSING 1 WEST LEVEE WELL","UP1","67","39.170452","-121.622688","SUTTER","FEATHER R"
"UPRR CROSSING 2 WEST LEVEE WELL","UP2","66","39.169434","-121.623039","SUTTER","FEATHER R"
"UPRR CROSSING 3 WEST LEVEE WELL","UP3","65","39.168507","-121.622925","SUTTER","FEATHER R"
"UTICA RESERVOIR","UTI","6819","38.440277","-120.002220","ALPINE","STANISLAUS R"
"VACAVILLE EASTERLY WASTE WATER TREATMENT","VEW","62","38.343178","-121.904633","SOLANO","DELTA"
"VAIL LAKE","VIL","1470","33.495998","-116.975998","RIVERSIDE","SANTA MARGARITA R"
"VALLECITOS","VSB","635","37.598499","-121.819298","ALAMEDA","SF BAY"
"VALLEY CENTER","VAL","1370","33.239399","-117.014198","SAN DIEGO","SAN LUIS REY R"
"VALYERMO","VLY","3780","34.445999","-117.850998","LOS ANGELES","ANTELOPE VALLEY"
"VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR","BRI","358","40.480415","-123.890877","HUMBOLDT","VAN DUZEN R"
"VAN MAREN","VNM","118","38.698307","-121.308693","SACRAMENTO","SACRAMENTO R"
"VAN VLECK","VVL","6700","38.943947","-120.306061","EL DORADO","AMERICAN R"
"VANDENBERG","VAN","1050","34.758999","-120.486000","SANTA BARBARA","SANTA YNEZ R"
"VENADO","VEN","1260","38.608700","-123.018059","SONOMA","RUSSIAN R"
"VENTURA COUNTY GOVERNMENT CENTER","VTU","280","34.268002","-119.209000","VENTURA","SANTA CLARA R"
"VENTURA R NR SANTA ANA BLVD BRIDGE","OKV","402","34.402172","-119.306709","VENTURA","VENTURA R"
"VENTURA RIVER - FOSTER PARK","VFP","200","34.349998","-119.309998","VENTURA","VENTURA R"
"VERNALIS (USBR)","VER","0","37.679375","-121.264999","SAN JOAQUIN","SAN JOAQUIN R"
"VICTORIA CANAL NEAR BYRON","VCU","0","37.871700","-121.528297","SAN JOAQUIN","DELTA"
"VICTORIA ISLAND","VIC","0","37.890762","-121.488327","SAN JOAQUIN","DELTA"
"VIEIRA RANCH","VRN","372","37.665001","-121.469002","SAN JOAQUIN","SAN JOAQUIN R"
"VIRGINIA LAKES RIDGE","VRG","9300","38.077000","-119.234001","MONO","WALKER R"
"VOGELSANG","FLV","10095","37.794571","-119.347404","MARIPOSA","MERCED R"
"VOLANTI","VOL","8","38.181000","-122.045998","SOLANO","DELTA"
"VOLCANIC KNOB","VLC","10050","37.387859","-118.905037","FRESNO","SAN JOAQUIN R"
"W-26 WILLOW CREEK AT REX RANCH","WCR","2300","37.191898","-119.492996","MADERA","SAN JOAQUIN R"
"W14 WILLOW CK DIV TO NO. 1 CONDUIT","W14","2472","37.207298","-119.497299","MADERA","SAN JOAQUIN R"
"WALKER BASIN","WBN","3230","35.382000","-118.545998","KERN","CALIENTE CR"
"WALKER BASIN (EAST)","WBE","4220","35.383999","-118.412003","KERN","CALIENTE CR"
"WALKER PASS","WKP","5572","35.665798","-118.056900","KERN","KERN R"
"WALNUT CREEK AT DIAMOND","WDB","24","37.969452","-122.053856","CONTRA COSTA","EAST BAY"
"WALNUT CREEK AT MARSH DRIVE","WMR","14","37.999004","-122.056313","CONTRA COSTA","EAST BAY"
"WALNUT CREEK AT PUDDINGSTONE DAM","PDD","1030","34.091999","-117.806999","LOS ANGELES","SAN GABRIEL R"
"WALNUT CREEK AT YGNACIO VALLEY ROAD","WCY","99","37.906898","-122.056702","CONTRA COSTA","EAST BAY"
"WALNUT CREEK SB","WLN","520","34.074001","-117.874001","LOS ANGELES","SAN GABRIEL R"
"WARD CREEK 3","WC3","6750","39.135574","-120.218681","PLACER","LAKE TAHOE"
"WARM SPRINGS (LAKE SONOMA)","WRS","440","38.723000","-123.010002","SONOMA","RUSSIAN R"
"WARM SPRINGS (USFS)","WSG","4020","34.583000","-118.550003","LOS ANGELES","SANTA CLARA R"
"WARNE POWER PLANT COOLING WATER RETURN","WP3","2600","34.685200","-118.788101","LOS ANGELES","SANTA CLARA R"
"WARNE POWER PLANT COOLING WATER SUPPLY","WP2","2600","34.685200","-118.788101","LOS ANGELES","SANTA CLARA R"
"WARNE POWER PLANT DRAINAGE SUMP","WP4","2600","34.685200","-118.788101","LOS ANGELES","SANTA CLARA R"
"WARNE POWER PLANT PENSTOCK 1","WP1","2600","34.685200","-118.788101","LOS ANGELES","SANTA CLARA R"
"WARTHAN CREEK","WRT","989","36.098000","-120.443001","FRESNO","LOS GATOS CR (NEAR COALINGA)"
"WATER CANYON","WCN","5760","35.071999","-118.484001","KERN","CALIENTE CR"
"WAWONA RAWS","WWN","4309","37.534473","-119.644974","MARIPOSA","MERCED R"
"WEAPONS STATION FIRE","WSF","49","38.019001","-122.019997","CONTRA COSTA","EAST BAY"
"WEED AIRPORT","WED","2930","41.478889","-122.454720","SISKIYOU","SHASTA R"
"WEST BIG PINE","WBP","6360","34.690559","-119.664436","SANTA BARBARA","SANTA YNEZ R"
"WEST BRANCH FEATHER RIVER NEAR MAGALIA","WFR","1380","39.813984","-121.571182","BUTTE","FEATHER R"
"WEST CANAL AT CLIFTON COURT INTAKE","WCI","0","37.831600","-121.554001","CONTRA COSTA","SAN JOAQUIN R"
"WEST FORK CARSON RIVER AT WOODFORDS","WFC","5755","38.769001","-119.832001","ALPINE","CARSON R"
"WEST FORK MOJAVE RIVER UPPER CLEGHORN","WFM","3550","34.285000","-117.371101","SAN BERNARDINO","MOJAVE R"
"WEST PORTAL","WPO","2065","37.813267","-120.287445","TUOLUMNE","TUOLUMNE R"
"WEST WALKER NR HWY 395 BLW LITTLE WALKER","CVL","5520","38.514999","-119.454002","MONO","WALKER R"
"WEST WALKER RIVER NR COLEVILLE","WWR","6591","38.377998","-119.448997","MONO","WALKER R"
"WEST WOODCHUCK MEADOW","WWC","9100","37.029999","-118.917999","FRESNO","KINGS R"
"WESTFALL","WST","4880","37.449402","-119.649696","MARIPOSA","FRESNO R"
"WESTLEY WEATHER STATION","WWS","88","37.517200","-121.230797","STANISLAUS","SAN JOAQUIN R"
"WESTWOOD","WWD","5150","40.306999","-120.900002","LASSEN","FEATHER R"
"WET MEADOWS","WTM","8950","36.348000","-118.571999","TULARE","KERN R"
"WHEELER PEAK","X07","6625","40.116375","-120.676620","PLUMAS","FEATHER R"
"WHISKEYTOWN DAM (USBR)","WHI","1210","40.598000","-122.537003","SHASTA","SACRAMENTO R"
"WHISKEYTOWN RAWS HQ#2 NR WHISKEYTOWN 3SE","WTR","1360","40.610516","-122.527313","SHASTA","SACRAMENTO R"
"WHISPERING PINES","WSP","2700","38.805828","-122.708328","LAKE","PUTAH CR"
"WHITAKER","WTK","4120","34.569000","-118.739998","LOS ANGELES","SANTA CLARA R"
"WHITE CLOUD","WTC","4321","39.316700","-120.837502","NEVADA","YUBA R"
"WHITE RIVER AT ROAD 208","WRV","460","35.859001","-119.107002","TULARE","WHITE R"
"WHITE RIVER NEAR COHO","WRC","1080","35.817001","-118.839996","TULARE","WHITE R"
"WHITE WOLF","WHW","7900","37.859444","-119.651604","TUOLUMNE","TUOLUMNE R"
"WHITEROCK CREEK","WCK","6650","35.205002","-118.411003","KERN","CALIENTE CR"
"WHITMORE (CDF)","WHT","2454","40.619400","-121.899399","SHASTA","SACRAMENTO R"
"WHITTIER HILLS WILDERNESS PRESERVE","WWP","950","33.984001","-118.010002","LOS ANGELES","SAN GABRIEL R"
"WIEDEMANN HILL","WDN","1850","37.738205","-121.994843","CONTRA COSTA","DELTA"
"WILDCAT CREEK AT VALE","VBR","84","37.953194","-122.338303","CONTRA COSTA","EAST BAY"
"WILEY RIDGE","WLY","1665","34.371700","-118.840797","VENTURA","VENTURA LA COASTAL"
"WILLITS HOWARD RS","WIL","1925","39.350601","-123.321701","MENDOCINO","RUSSIAN R"
"WILLOW BROOK NEAR STONY POINT ROAD","WLB","30","38.275002","-122.710999","SONOMA","PETALUMA R"
"WILLOW CK NR 3RD BRIDGE","W3B","82","38.430408","-123.067810","SONOMA","RUSSIAN R"
"WILLOW CREEK NEAR ADIN","WCA","4360","41.108055","-120.928612","LASSEN","PIT R"
"WILLOW CREEK NEAR STANDISH","WCD","4030","40.381168","-120.434998","LASSEN","SUSAN R"
"WILLOW SLOUGH AT SB WEST BURROW PIT","WSL","28","38.914589","-121.627556","SUTTER","SACRAMENTO R"
"WINDY GAP","WDG","2736","39.234371","-123.004951","LAKE","RUSSIAN R"
"WISHON DAM (PG&E)","WSD","6550","37.002998","-118.986000","FRESNO","KINGS R"
"WOLVERTON","WLV","7255","36.594471","-118.733856","TULARE","KAWEAH R"
"WQ01","Q01","1454","39.376869","-123.325996","MENDOCINO","EEL R"
"WQ03","Q03","1447","39.377110","-123.328003","MENDOCINO","EEL R"
"WQ04","Q04","1383","39.396461","-123.342003","MENDOCINO","EEL R"
"WQ05","Q05","1360","39.398960","-123.341003","MENDOCINO","EEL R"
"WQ06","Q06","1363","39.407280","-123.343002","MENDOCINO","EEL R"
"WQ07","Q07","1352","39.410961","-123.341003","MENDOCINO","EEL R"
"WQ08","Q08","1361","39.409779","-123.339996","MENDOCINO","EEL R"
"WQ09","Q09","1338","39.410961","-123.339996","MENDOCINO","EEL R"
"WQ10","Q10","1350","39.419418","-123.341003","MENDOCINO","EEL R"
"WQ11","Q11","1361","39.421242","-123.341003","MENDOCINO","EEL R"
"WQ12","Q12","1358","39.418331","-123.341003","MENDOCINO","EEL R"
"WQ13","Q13","1342","39.420570","-123.343002","MENDOCINO","EEL R"
"WQ14","Q14","1340","39.422501","-123.344002","MENDOCINO","EEL R"
"WQ15","Q15","1334","39.427670","-123.358002","MENDOCINO","EEL R"
"WQ17","Q17","1343","39.430561","-123.355003","MENDOCINO","EEL R"
"WRIGHTS LAKE","WRG","6900","38.847000","-120.233002","EL DORADO","AMERICAN R"
"YGNACIO VALLEY FIRE","YGF","83","37.938000","-122.028000","CONTRA COSTA","EAST BAY"
"YOKOHL CK - GARCIA BRIDGE","YKL","460","36.327499","-119.079201","TULARE","KAWEAH R"
"YOLO BYPASS AT LISBON","LIS","0","38.474781","-121.588226","YOLO","SACRAMENTO R"
"YOLO BYPASS AT TULE POND","YBT","20","38.750576","-121.635246","YOLO","SACRAMENTO R"
"YOLO BYPASS NEAR WOODLAND","YBY","-3","38.677681","-121.644127","YOLO","SACRAMENTO R"
"YORKVILLE","YOR","1100","38.904999","-123.231110","MENDOCINO","RUSSIAN R"
"YOSEMITE AT YOSEMITE VALLEY","YYV","3998","37.749722","-119.589447","MARIPOSA","MERCED R"
"YOSEMITE NEAR WAWONA","YOW","4957","37.507999","-119.632004","MARIPOSA","MERCED R"
"YREKA CREEK AT ANDERSON GRADE ROAD","YCK","2400","41.771957","-122.604347","SISKIYOU","SHASTA R"
"YUBA R ABV HWY 70","YR7","65","39.135998","-121.583519","YUBA","YUBA R"
"YUBA RIVER AT JONES BAR","JBR","1060","39.292000","-121.103996","NEVADA","YUBA R"
"YUBA RIVER AT PARKS BAR BRIDGE","YPB","0","39.230598","-121.281700","YUBA","YUBA R"
"YUBA RIVER NEAR MARYSVILLE","MRY","88","39.175724","-121.524963","YUBA","YUBA R"
"YUBA RIVER NEAR SMARTVILLE","YRS","280","39.235172","-121.274124","YUBA","YUBA R"
"YUCCA VALLEY","YUC","3100","34.123001","-116.407997","SAN BERNARDINO","WHITEWATER R"
"ZAPATO CHINO","ZPC","1150","36.015999","-120.292999","FRESNO","LOS GATOS CR (NEAR COALINGA)"
"ZENIA","ZEN","4000","40.208401","-123.459793","TRINITY","EEL R"
